App,Category,Reviews,Size,Type,Price,Content_Rating,Genres,Last_Updated,Current_Ver,Android_Ver,Installs
4334,5,621,461,6,11487,4,22,156,2765,8,23996
6702,5,5700,461,47,14240,3,22,702,2765,11,38538
6429,5,4983,461,1,14538,8,22,609,2765,14,27195
1745,5,1196,461,44,12526,2,22,680,2765,13,29257
7087,5,2933,250,48,11598,2,22,450,2545,13,26442
2313,5,1606,120,20,11240,6,22,759,295,9,37373
5490,5,401,461,37,12056,9,22,652,2765,13,21900
8003,5,5900,461,46,13535,2,22,675,2765,13,33682
7059,5,3620,88,24,13877,5,22,1283,1537,11,28778
5547,5,3982,38,24,11243,5,22,615,2199,12,33678
7580,5,1016,461,21,11578,1,22,675,2765,11,25464
1519,5,5054,28,20,11411,8,22,581,1288,13,21584
9258,5,2990,159,40,11032,2,22,628,1949,9,39332
3857,5,2119,461,15,10447,1,22,824,2765,14,36922
4329,5,1631,461,49,12247,4,22,116,2706,8,35284
5375,5,1835,19,2,11415,9,22,156,921,14,35404
8845,5,518,100,36,11462,4,22,116,215,11,24649
6452,5,3477,312,43,11852,4,22,684,1748,12,27709
5487,5,171,269,3,11855,3,22,116,1358,9,24204
15,5,5242,100,49,11131,6,22,656,368,9,36920
6465,5,5524,119,5,11827,6,22,824,642,14,31505
7245,5,5467,461,41,14472,6,22,418,2765,12,32735
9580,5,2097,6,28,13253,6,22,901,2132,9,28200
396,5,3711,314,3,14071,4,22,642,97,13,29513
7719,5,969,366,41,14176,9,22,549,286,10,32805
8682,5,2154,461,4,13585,7,22,777,2765,9,32990
9187,5,5742,3,19,12031,9,22,112,207,11,39824
7795,5,5735,461,24,14504,6,22,646,2765,8,21451
7245,5,5467,461,31,11659,8,22,418,2765,11,27235
4825,5,3770,461,16,11948,4,22,586,2765,13,22087
8488,5,2716,163,48,13758,6,22,1046,468,8,22563
4391,5,112,28,8,13125,1,22,586,1844,12,37376
6246,5,4016,54,6,14912,6,22,156,1747,10,20709
8635,5,364,272,45,10372,3,22,898,658,8,21327
8489,5,86,163,32,11836,6,22,13,1750,8,24272
1745,5,1196,461,34,14419,2,22,680,2765,9,35129
9277,5,2817,28,44,10439,5,22,730,1661,10,38278
4914,5,2780,71,16,11050,1,22,675,363,12,25169
4932,5,5139,461,15,12096,1,22,642,1191,10,23541
7850,5,4279,461,12,10298,3,22,156,2765,14,23421
4677,5,1485,104,25,12027,7,22,39,731,10,20727
5390,5,825,233,10,14005,5,22,590,1692,11,31980
7246,5,2147,182,24,13702,1,22,593,1006,8,39459
5192,5,4623,71,29,13039,2,22,669,1650,14,24232
9182,5,1886,461,14,10170,9,22,675,2765,8,22218
6011,5,4431,23,15,10607,7,22,646,2134,13,30631
2740,5,3706,209,40,10016,1,22,628,2387,10,23512
828,5,1849,16,11,13946,3,22,652,2442,13,33205
4916,5,5400,81,25,13148,1,22,361,1820,14,23693
498,5,5161,19,38,11205,9,22,680,1389,9,35459
479,5,2928,364,8,13985,6,22,156,2247,9,24576
5418,5,4594,366,27,12689,7,22,156,2247,14,20846
9514,5,5090,461,11,10080,2,22,605,2015,10,35220
5419,5,1267,112,4,13490,3,22,116,867,14,35475
2541,5,235,112,17,11894,8,22,628,891,14,23252
9258,5,2990,159,49,14273,2,22,628,1949,12,28123
7711,5,4798,408,6,11336,5,22,886,453,8,30871
2542,5,1298,202,18,12161,7,22,156,1560,14,27305
6194,5,5941,461,11,14886,7,22,586,2765,10,36514
8022,5,2929,28,6,13438,5,22,1039,1606,11,21045
9514,5,5090,461,25,11752,8,22,605,2015,12,26823
2579,5,4318,104,46,12467,5,22,675,1700,9,34739
1700,5,165,87,45,14456,9,22,794,1243,13,39411
7847,5,5382,461,11,10240,8,22,156,2765,10,32755
1745,5,1196,461,14,10547,5,22,680,2765,10,37949
9277,5,2817,28,15,12511,9,22,730,1661,13,38796
4914,5,2780,71,12,11969,2,22,675,363,13,35610
4932,5,5139,461,31,10836,9,22,642,1191,11,33001
7850,5,4279,461,35,10761,1,22,156,2765,12,20574
4677,5,1485,104,8,14807,5,22,39,731,10,35287
5390,5,825,233,47,11986,3,22,590,1692,9,35392
7246,5,2147,182,22,11518,3,22,593,1006,12,39121
5192,5,4623,71,36,12663,5,22,669,1650,9,25764
9182,5,1886,461,16,13666,1,22,675,2765,14,24916
6011,5,4431,23,36,11288,9,22,646,2134,11,23033
2740,5,3706,209,15,12625,4,22,628,2387,11,24730
828,5,1849,16,21,14808,2,22,652,2442,11,27438
4916,5,5400,81,35,13918,1,22,361,1820,10,24014
498,5,5161,19,18,13634,6,22,680,1389,9,24655
479,5,2928,364,31,13794,5,22,156,2247,8,29202
5418,5,4594,366,45,11199,8,22,156,2247,12,39368
9514,5,5090,461,12,12719,9,22,605,2015,10,20435
5419,5,1267,112,27,14221,5,22,116,867,9,21317
7795,5,5735,461,49,10987,2,22,646,2765,14,32739
7245,5,5466,461,47,13013,6,22,418,2765,10,24606
4825,5,3770,461,46,13359,4,22,586,2765,10,35101
8488,5,2716,163,39,10787,9,22,1046,468,13,28340
4391,5,112,28,10,10451,4,22,586,1844,14,22303
6246,5,4016,54,2,12899,4,22,156,1747,10,20371
8635,5,364,272,22,11340,4,22,898,658,10,25983
8489,5,86,163,2,14084,7,22,13,1750,13,35078
3321,5,1972,461,22,14565,2,22,46,2765,13,32615
6701,5,10,151,20,13077,5,22,156,2697,8,23995
7850,5,4281,461,31,11084,8,22,156,2765,9,27669
8812,5,3692,116,38,14007,5,22,646,1046,9,29955
7246,5,2147,182,37,12465,3,22,593,1006,14,29696
5671,6,40,461,37,13797,3,34,680,2765,8,24475
6031,6,2232,174,18,10178,4,34,684,329,13,23879
4740,6,4561,107,40,10801,1,34,639,1148,9,23420
7549,6,2056,141,2,11712,2,34,1098,271,14,27876
8732,6,4290,23,41,13594,2,35,193,213,10,28814
6036,6,5549,33,31,13085,6,34,116,229,12,32931
6032,6,32,19,33,14978,2,34,695,642,13,37383
6033,6,2219,112,24,10913,3,34,702,1742,10,30670
6027,6,2870,57,48,14437,3,34,669,113,9,34657
8406,6,3857,122,9,12010,2,34,300,113,13,33431
3439,6,5202,362,30,11030,1,34,639,797,8,23270
4706,6,3535,168,7,13110,3,34,669,277,8,23175
8620,6,918,172,35,14114,9,34,619,1528,10,21664
2638,6,1980,16,16,10558,1,34,932,441,13,29643
9383,6,5847,33,1,13254,4,34,669,2424,8,33843
3166,6,928,310,5,11358,5,34,993,113,10,25715
9652,6,482,75,19,12780,4,34,691,1268,8,37261
3954,6,2969,265,9,13843,7,34,1017,1587,14,35139
2836,6,2423,461,43,12290,9,34,812,2765,11,27965
6034,6,1058,33,9,12401,3,34,619,2103,8,22007
6062,6,2066,19,22,11310,3,34,642,1642,14,35958
8268,6,2839,116,9,14572,9,34,680,1934,11,27453
2514,6,2649,121,16,11749,2,34,266,689,12,39238
6528,6,4524,461,4,14022,1,34,687,2765,11,36510
9644,6,727,81,21,13386,9,34,669,2386,14,37770
4403,6,1316,177,7,10157,9,34,1031,744,13,20508
6030,6,5288,16,41,10731,7,34,1021,113,8,29195
2,6,375,409,14,14073,7,34,593,2172,12,24691
6028,6,560,172,26,13202,4,34,642,201,9,34367
1809,6,5993,162,41,11843,4,34,680,2014,14,28843
9569,6,1600,461,49,11913,1,34,675,2765,12,37172
4707,6,1873,271,49,14013,2,34,923,532,14,24699
5201,6,1024,159,8,10669,8,34,782,1017,11,22988
6926,6,4309,461,5,14791,8,34,116,1986,13,35295
1558,6,3330,317,32,12505,9,34,734,250,11,23691
9598,6,19,54,18,14021,4,34,193,1281,10,22058
6140,6,4668,222,9,14764,8,34,1036,593,13,20477
5691,6,4149,151,40,10400,5,34,156,1313,9,39984
6166,7,4534,461,39,10293,5,36,116,2765,13,33922
9042,7,5058,461,34,14590,8,36,193,2765,11,31762
6165,7,564,44,13,11916,5,36,817,791,9,26567
4921,7,5916,461,15,13061,9,36,116,2765,13,22329
6162,7,904,461,3,11948,9,36,646,1890,14,23623
4869,7,3990,461,45,13209,5,36,156,2765,13,35216
5118,7,3196,461,41,10688,8,36,631,2765,12,30005
8816,7,338,461,21,10927,7,36,615,2765,8,36146
6438,7,1177,368,36,11310,8,36,193,1305,14,32485
4465,7,2925,461,32,12291,6,36,581,2765,14,33406
9194,7,3725,38,43,10374,1,36,615,2261,13,39836
9507,7,4935,19,23,10623,1,36,820,2700,11,37975
9508,7,4079,19,46,14346,2,36,824,2701,10,32565
2665,7,4959,461,35,12631,5,36,782,1442,8,24419
2317,7,2871,33,38,13757,7,36,661,557,10,38813
9008,7,3392,270,43,10755,9,36,684,907,9,30054
6769,7,4273,461,22,11320,8,36,619,2765,12,29579
1783,7,1675,270,37,13956,7,36,749,1512,9,30602
6129,7,5994,461,48,13172,3,36,675,2765,11,32209
9271,7,3855,461,31,12860,6,36,116,2765,14,25286
2743,7,790,216,17,13552,3,36,623,1657,11,30250
6768,7,2316,461,12,14604,9,36,680,2159,11,27027
8554,7,1840,47,34,13179,8,36,586,2751,12,29033
4466,7,3388,165,41,13740,6,36,691,2228,11,22824
4947,7,1367,461,35,10575,5,36,193,2765,13,27136
2531,7,4839,461,9,12023,3,36,156,2493,12,21153
9183,7,3946,461,6,11294,2,36,1238,2765,12,29165
8537,7,4748,159,30,10446,8,36,156,2474,13,25760
9065,7,2289,461,45,12639,4,36,193,2765,13,27701
7846,7,3105,81,45,14845,6,36,680,711,12,38119
8984,7,4397,461,23,14036,8,36,680,2765,8,36024
8674,7,3360,121,10,13218,5,36,615,901,11,34111
9041,7,787,141,13,14963,5,36,675,1186,10,23661
6451,7,3766,159,15,14440,7,36,777,2560,11,32111
715,7,5383,461,23,12850,4,36,116,2765,8,25984
8297,7,2958,461,48,12023,9,36,656,2765,12,32524
4925,7,1851,461,4,13056,6,36,680,1891,11,39693
7180,7,4414,461,2,10577,9,36,702,2562,9,36972
7750,7,4025,461,45,10531,9,36,684,2765,12,34667
767,7,2787,44,45,10808,7,36,605,1091,11,35626
394,7,809,461,9,12048,3,36,786,2765,11,33646
4753,7,2442,461,40,11345,6,36,646,2765,9,28272
6734,7,3647,151,4,11673,9,36,1155,1230,8,32481
8673,7,1452,177,49,10842,2,36,156,927,11,33932
6442,7,2346,281,1,14746,2,36,782,2704,8,25926
6185,7,2580,298,4,11508,1,36,661,2154,14,26399
9042,7,5058,461,34,11341,9,36,193,2765,9,30137
6166,7,4535,461,45,13572,5,36,116,2765,10,35970
9508,7,4080,19,30,11673,8,36,824,2701,14,35105
5119,7,517,358,5,14123,7,36,1311,20,14,22684
8816,7,339,461,41,10838,9,36,615,2765,8,35978
5118,7,3197,461,4,12374,4,36,631,2765,10,34646
8243,7,705,100,25,14899,8,36,615,2384,8,27913
2326,7,5548,28,44,12234,1,36,42,1558,9,38851
9461,7,4657,461,12,12203,1,36,619,2540,10,32326
8984,7,4398,461,25,10354,1,36,680,2765,14,29297
7845,7,147,461,23,10833,2,36,193,2765,12,29833
8297,7,2959,461,18,13167,7,36,656,2765,13,37446
9065,7,2290,461,38,10817,2,36,193,2765,9,32891
4947,7,1367,461,46,11624,9,36,193,2765,13,37812
4762,7,2724,94,24,12123,7,36,116,2572,14,36846
715,7,5383,461,11,12597,9,36,116,2765,8,39189
6158,7,2677,44,22,12628,5,36,156,2148,14,33353
9373,7,3143,362,3,10870,9,36,652,2537,8,33843
4863,7,3262,461,40,14949,4,36,665,2765,12,32540
8331,7,3257,361,31,12266,1,36,642,1762,12,34568
4915,7,3234,461,23,10357,2,36,517,2765,9,26294
8259,7,2286,461,29,14907,9,36,1039,2765,10,34572
5672,7,214,461,37,14316,7,36,652,2765,14,31703
4974,7,3107,461,32,10498,6,36,669,2765,8,21932
9557,7,3432,363,2,11381,5,36,675,2448,8,21602
966,7,629,461,36,11557,3,36,156,2765,11,28469
5545,7,2399,461,49,14099,6,36,193,2765,9,35852
4466,7,3389,165,4,11588,9,36,691,2228,9,21399
47,7,1180,141,23,12958,1,36,193,2321,9,34812
4915,7,3233,461,38,11445,5,36,517,2765,10,21143
4921,7,5917,461,49,13540,1,36,116,2765,10,36824
4465,7,2927,461,3,13118,3,36,581,2765,9,20602
2101,7,2076,265,29,10830,1,36,680,2251,10,28819
7180,7,4414,461,40,14475,5,36,702,2562,14,30339
6768,7,2317,461,10,12187,8,36,680,2159,13,32769
6618,7,3807,63,21,10302,9,36,183,2384,8,34162
6769,7,4278,461,33,14909,6,36,619,2765,11,38411
3337,7,2360,461,41,13884,6,36,623,2765,14,25097
8674,7,3361,121,32,10812,1,36,615,901,10,23137
8673,7,1453,177,20,12050,9,36,156,927,12,28562
4843,7,689,57,33,14337,2,36,878,602,10,34756
5368,7,2576,461,9,12802,9,36,1050,2765,10,31009
9011,7,4463,168,43,12603,6,36,756,1195,9,39493
3072,7,340,172,34,10260,9,36,1,2437,9,26209
5817,7,573,58,1,14819,6,36,580,2057,10,36779
9007,7,253,58,43,11720,2,36,387,1017,11,31189
7179,7,1508,461,29,13608,6,36,687,2562,8,24898
2666,7,1638,19,4,10036,9,36,680,2339,13,35696
4050,7,563,62,42,14442,5,36,931,1014,11,34904
2326,7,5548,28,2,13345,9,36,42,1558,13,21852
8816,7,339,461,39,12712,3,36,615,2765,8,29795
6830,7,5178,24,20,13784,9,36,39,1568,10,30293
7629,7,2618,125,6,10784,4,36,555,512,14,24898
4699,7,154,16,6,10177,3,36,980,1767,8,21955
5199,7,1460,24,4,14313,3,36,646,2610,8,20530
2313,7,1429,16,1,12780,4,36,652,2340,14,30769
6346,7,1454,24,29,14303,6,36,593,2196,11,35264
7783,7,2205,368,31,13006,9,36,652,1488,9,39645
7498,7,3035,220,10,11072,3,36,321,1848,9,21785
2323,7,4112,71,45,11443,7,36,665,527,12,33616
9071,7,4471,116,1,10769,7,36,116,2403,13,30900
2039,7,4700,461,31,11430,1,36,762,2765,13,22947
2327,7,3967,461,12,11340,3,36,1021,2765,14,33039
2316,7,5840,19,38,13814,1,36,687,1183,10,31659
8611,7,3037,461,30,14222,2,36,652,2765,11,36641
8822,7,1079,44,40,13516,4,36,521,1217,10,33662
8179,7,1810,44,24,12214,5,36,652,2069,13,23930
1824,7,996,461,30,12891,8,36,590,2765,13,37062
8615,7,5384,461,28,14366,6,36,116,2765,9,31984
2325,7,5872,18,42,11429,1,36,818,2257,12,26862
4869,7,3991,461,20,14975,1,36,156,2765,13,34470
9194,7,3726,38,14,10514,2,36,615,2261,8,37454
5520,7,5706,216,47,14927,8,36,557,2294,8,22228
9551,7,2899,461,1,11411,6,36,193,2765,11,28195
3950,7,1526,193,21,12197,8,36,116,815,10,37713
646,7,1864,312,38,10572,5,36,89,2183,9,20536
6591,7,523,131,8,14085,9,36,619,2703,11,20446
4760,7,553,306,48,13128,7,36,688,1429,12,37852
6009,7,5565,461,20,14231,7,36,193,2765,12,36591
6010,7,2404,7,39,13797,4,36,13,1263,9,23402
3192,7,3699,54,11,11629,8,36,759,1656,12,35952
9534,7,3909,461,16,12171,6,36,646,2765,10,36933
7917,7,2198,461,35,14073,4,36,229,1274,13,22660
5118,7,3199,461,13,11055,5,36,631,2765,12,20823
9508,7,4080,19,33,12877,7,36,824,2701,12,32028
9461,7,4657,461,6,13547,9,36,619,2540,12,28532
8816,7,341,461,18,11212,9,36,615,2765,14,31152
7845,7,147,461,46,14918,6,36,193,2765,11,29266
8984,7,4398,461,13,13319,8,36,680,2765,12,28309
8891,7,2767,87,33,13507,7,36,1344,1462,9,24235
5509,7,1647,104,25,12341,9,36,205,2532,11,23047
4863,7,3262,461,18,11650,7,36,665,2765,12,31146
8259,7,2286,461,49,14320,2,36,1039,2765,9,23064
5672,7,214,461,35,10188,8,36,652,2765,12,20665
5545,7,2399,461,1,10811,1,36,193,2765,13,27536
6264,8,1104,461,40,14854,9,38,749,1384,11,22308
2297,8,4554,266,14,13075,8,38,1233,323,8,23272
8619,8,0,71,37,11266,4,38,1278,113,12,27487
7152,8,0,48,33,11630,2,38,645,139,9,22876
491,8,3588,3,43,14671,7,38,156,424,9,20868
304,8,1744,44,14,14168,3,38,508,139,13,34779
9305,8,4293,461,25,10367,4,38,156,2765,13,37718
6729,8,2703,33,11,11845,2,38,675,895,14,31336
6086,8,5331,461,39,11948,2,38,639,2765,9,21303
5190,8,2408,254,14,10532,9,38,116,1351,11,32422
